scenario,SEQ,SEQCOST,CCCOST,sense,slack,horizon,h2prod,imports,system_cost,obj_bound_dual,h2price,co2seq,dac,elec_cap,elec_cf,total_onwind,total_offwind,total_solar
caa,c,a,a,min,0.05,2050,2.3988939070104194,79.95513388918351,841675054301.4354,,79.84974720614734,701803809.5779332,56804892.91526868,18290.10113648001,0.7639764402235494,872340.5251160151,313334.1240559551,1851262.117032386
caa,c,a,a,max,0.05,2050,30.77576927421282,186.98187589380754,870851998332.959,-25.65465836720781,1.6487028965646364,528508779.36220634,89427309.32233855,232005.04727427074,0.7619556490086763,713219.7913830522,397604.79188572406,2498986.547184325
caa,c,a,a,min,0.1,2050,-0.0,2.9366915451785574e-13,863484713668.8738,,79.62160909430257,694295425.1844064,50489098.284680694,0.0,,924803.7220438691,332801.05629021535,2051886.3791534824
caa,c,a,a,max,0.1,2050,50.415557764499454,3.369067097481683e-06,915122499743.7861,-20.164699080825752,1.0927915761145897,500000063.1546347,84152466.91604668,357873.4851221725,0.7963071294430253,746415.9330495512,442722.5235898895,2934702.365759356
aba,a,b,a,min,0.02,2025,-0.0,3.315355575444609e-12,985011765096.2385,,59.883196464789734,0.0,0.0575849352129941,0.0,,382697.9929436572,45828.42592042041,463742.10344095045
aba,a,b,a,max,0.02,2025,3.8435069053018314,1.4156883844942019e-06,999786942080.3182,-14.412067178288584,0.8514550483792461,-53.75066447836295,0.688984042816696,24903.304387337696,0.9996959992454,415415.06187355245,49946.77055148389,487556.32566951436
aba,a,b,a,min,0.05,2025,-0.0,9.648809309658175e-12,985011765937.0917,,59.88070802461097,0.0,0.09975391516065679,0.0,,382697.9628434095,45828.426027605674,463742.1886406698
aba,a,b,a,max,0.05,2025,9.211650898727338,2.793885277870529e-06,1021949706806.3059,-12.916783852506105,0.6396422364147616,-337.6250866070839,3.6440176193589817,59677.03928630005,0.9998330015637487,441820.0493623847,67481.23262552096,510519.45397378353
aba,a,b,a,min,0.1,2025,-0.0,1.0270681229877524e-12,985011764401.1134,,59.875045157627966,0.0,0.01911747232237136,0.0,,382697.9968047955,45828.42574868126,463742.0829357104
aba,a,b,a,max,0.1,2025,17.127385164398568,1.3068399507141182e-09,1058887648017.1306,-11.940442847094625,0.485539965554532,-0.2253129811492358,0.0011765853966557629,110972.67211746887,0.9997059710857037,475031.63456261944,96158.15231859527,526866.7933784476
aba,a,b,a,min,0.02,2030,-0.0,7.664493019732254e-12,944568344890.2921,,84.82531745911014,25000000.0000285,0.06527107139566288,0.0,,539541.9191480234,131129.6470946028,949207.2586471781
aba,a,b,a,max,0.02,2030,5.265277015697665,4.349587910740517e-07,960172824169.2095,-18.53135317985549,1.367259450197052,24999999.99527885,0.039255034910875466,36905.36527515458,0.9058704871262732,563428.747579444,139550.29659408724,1011086.1065339501
aba,a,b,a,min,0.05,2030,-0.0,3.9125707456541054e-11,944568349098.4248,,84.82524195757765,25000000.00016033,0.3792061399308946,0.0,,539541.9350139089,131129.69473410875,949207.3701047169
aba,a,b,a,max,0.05,2030,10.864482589314308,4.938839386678441e-06,983456435603.096,-15.2661216886915,0.8253607845625578,24999999.927786484,0.6543935085778271,72777.1444665883,0.9564878614809312,576675.8055364442,161458.07574911477,1083221.5979893212
aba,a,b,a,min,0.1,2030,-0.0,1.7516193898071006e-11,944568346502.1455,,84.82519242751917,25000000.000070654,0.2056602296641652,0.0,,539542.2051853107,131129.56550197353,949207.136330087
aba,a,b,a,max,0.1,2030,19.20209485332954,6.49365701266087e-08,1022153889911.7478,-14.783976453357692,0.7566400489446501,25000000.000035793,0.006722090583314591,125284.84296922378,0.986096568642145,600124.7341657352,195464.09818459034,1150016.5420288856
